suddenly ,হঠাৎ,
suffer ,ভোগা,
sufficient ,পর্যাপ্ত,
sugar ,চিনি,
suggest ,পরামর্শ,
suggestion ,পরামর্শ,
suit ,মামলা,
suitable ,উপযুক্ত,
sum ,যোগফল,
summer ,গ্রীষ্ম,
sun ,সূর্য,
super ,সুপার,
supermarket ,সুপারমার্কেট,
supper ,নৈশভোজ,
supply ,সরবরাহ,
support ,সমর্থন,
supporter ,সমর্থক,
suppose ,ধরুন,
sure ,নিশ্চিত,
surely ,অবশ্যই,
surface ,পৃষ্ঠতল,
surgery ,সার্জারি,
surprise ,বিস্ময়,
surprised ,অবাক,
surprising ,বিস্ময়কর,
surprisingly ,আশ্চর্যজনকভাবে,
surround ,চারপাশে,
survey ,জরিপ,
survival ,বেঁচে থাকা,
survive ,বেঁচে থাকা,
suspect ,সন্দেহ,
suspicion ,সন্দেহ,
suspicious ,সন্দেহজনক,
sustain ,টিকিয়ে রাখা,
swap ,অদলবদল,
swear ,কসম,
sweep ,পরিষ্কার করা,
sweet ,মিষ্টি,
swim ,সাঁতার,
swimming ,সাঁতার,
swing ,দোল,
switch ,সুইচ,
symbol ,প্রতীক,
sympathy ,সহানুভূতি,
system ,পদ্ধতি,
